data_analytics	milvus	milvus-io/milvus
data_analytics	pgvector	pgvector/pgvector
streaming	pulsar	apache/pulsar
streaming	redpanda	RedpandaData/redpanda
streaming	materialize	MaterializeInc/materialize
streaming	risingwave	RisingWaveLabs/risingwave
metering_billing	opencost	opencost/opencost
metering_billing	openmeter	openmeterio/openmeter
metering_billing	lago	getlago/lago
metering_billing	killbill	killbill/killbill
observability2	pyroscope	grafana/pyroscope
observability2	jaeger	jaegertracing/jaeger
observability2	otel-rust	open-telemetry/opentelemetry-rust
observability2	otel-collector-contrib	open-telemetry/opentelemetry-collector-contrib
observability2	alloy	grafana/alloy
observability2	openobserve	openobserve/openobserve
observability2	sentry	getsentry/sentry
observability2	coroot	coroot/coroot
observability2	netdata	netdata/netdata
observability2	fluent-bit	fluent/fluent-bit
security_runtime	tracee	aquasecurity/tracee
edgeops	edgex-go	edgexfoundry/edgex-go
edgeops	thingsboard	thingsboard/thingsboard
edgeops	eclipse-ditto	eclipse-ditto/ditto
edgeops	eclipse-hono	eclipse-hono/hono
edgeops	ekuiper	lf-edge/ekuiper
edgeops	eclipse-kanto	eclipse-kanto/kanto
roboticsops_comm	zenoh	eclipse-zenoh/zenoh
roboticsops_comm	fast-dds	eProsima/Fast-DDS
roboticsops_comm	cyclonedds	eclipse-cyclonedds/cyclonedds
roboticsops_comm	micro-ros-setup	micro-ROS/micro_ros_setup
roboticsops_comm	ros2-control	ros-controls/ros2_control
roboticsops_slam	slam-toolbox	SteveMacenski/slam_toolbox
roboticsops_slam	autoware	AutowareFoundation/autoware_universe
roboticsops_slam	px4-autopilot	PX4/PX4-Autopilot
roboticsops_slam	ardupilot	ArduPilot/ardupilot
simulationops	mujoco	google-deepmind/mujoco
simulationops	sumo	eclipse-sumo/sumo
fleetops	opentcs	openTCS/opentcs
fleetops	traccar	traccar/traccar
industrialops	libmodbus	stephane/libmodbus
industrialops	soem	OpenEtherCATsociety/SOEM
industrialops	canopennode	CANopenNode/CANopenNode
industrialops	eclipse-tahu	eclipse-tahu/tahu
industrialops	mosquitto	eclipse-mosquitto/mosquitto
industrialops	emqx	emqx/emqx
embedded	zephyr	zephyrproject-rtos/zephyr
embedded	freertos-kernel	FreeRTOS/FreeRTOS-Kernel
building_home	openremote	openremote/openremote
building_home	home-assistant-core	home-assistant/core
building_home	openhab-core	openhab/openhab-core
building_home	bacnet-stack	bacnet-stack/bacnet-stack
building_home	xknx	XKNX/xknx
geo_routing	vroom	VROOM-Project/vroom
geo_routing	osrm-backend	Project-OSRM/osrm-backend
geo_routing	valhalla	valhalla/valhalla
geo_routing	nominatim	osm-search/Nominatim
geo_routing	opentripplanner	opentripplanner/OpenTripPlanner
geo_routing	graphhopper	graphhopper/graphhopper
geo_routing	pgrouting	pgRouting/pgrouting
geo_routing	h3	uber/h3
tradeops_logistics	openlmis-ref-distro	OpenLMIS/openlmis-ref-distro
tradeops_logistics	openboxes	openboxes/openboxes
tradeops_logistics	camel	apache/camel
tradeops_logistics	debezium	debezium/debezium
tradeops_logistics	kingfisher-collect	open-contracting/kingfisher-collect
tradeops_logistics	kingfisher-process	open-contracting/kingfisher-process
bnbops	qloapps	Qloapps/QloApps
bnbops	hoteldruid	digital-druid/hoteldruid
bnbops_forecast	darts	unit8co/darts
bnbops_forecast	prophet	facebook/prophet
bnbops_forecast	statsforecast	Nixtla/statsforecast
bnbops_forecast	neuralforecast	Nixtla/neuralforecast
bnbops_forecast	gluonts	awslabs/gluonts
guest_engagement	novu	novu/novu
guest_engagement	formbricks	formbricks/formbricks
guest_engagement	cal-com	calcom/cal.com
ecops_commerce	saleor	saleor/saleor
ecops_commerce	vendure	vendure-ecommerce/vendure
ecops_commerce	spree	spree/spree
ecops_commerce	solidus	solidusio/solidus
ecops_commerce	sylius	Sylius/Sylius
ecops_commerce	bagisto	bagisto/bagisto
ecops_pim	akeneo-pim	akeneo/pim-community-dev
ecops_pim	pimcore	pimcore/pimcore
ecops_experiment	growthbook	growthbook/growthbook
ecops_experiment	unleash	Unleash/unleash
ecops_experiment	rudder-server	rudderlabs/rudder-server
finops_ledger	beancount	beancount/beancount
finops_ledger	hledger	hledger/hledger
finops_ledger	ledger	ledger/ledger
bankingops	mojaloop	mojaloop/mojaloop
bankingops	obp-api	OpenBankProject/OBP-API
tradingops	quickfix	quickfix/quickfix
tradingops	lean	QuantConnect/Lean
tradingops	nautilus-trader	nautechsystems/nautilus_trader
tradingops	hummingbot	hummingbot/hummingbot
tradingops	freqtrade	freqtrade/freqtrade
tradingops	vnpy	vnpy/vnpy
legalops	openfisca-core	openfisca/openfisca-core
legalops	docassemble	docassemble/docassemble
legalops_caselaw	courtlistener	freelawproject/courtlistener
legalops_caselaw	juriscraper	freelawproject/juriscraper
legalops_caselaw	eyecite	freelawproject/eyecite
legalops_caselaw	lexpredict-lexnlp	LexPredict/lexpredict-lexnlp
document_ocr	presidio	microsoft/presidio
document_ocr	ocrmypdf	OCRmyPDF/OCRmyPDF
document_ocr	tesseract	tesseract-ocr/tesseract
estateops_geo	maplibre-gl-js	maplibre/maplibre-gl-js
estateops_geo	martin	maplibre/martin
estateops_geo	postgis	postgis/postgis
estateops_geo	qgis	qgis/QGIS
estateops_geo	geoserver	geoserver/geoserver
ai_workforce_agent	openhands	All-Hands-AI/OpenHands
ai_workforce_agent	swe-agent	SWE-agent/SWE-agent
ai_workforce_agent	autogen	microsoft/autogen
ai_workforce_agent	semantic-kernel	microsoft/semantic-kernel
ai_workforce_agent	pydantic-ai	pydantic/pydantic-ai
ai_workforce_agent	smolagents	huggingface/smolagents
ai_workforce_agent	crewai	crewAIInc/crewAI
ai_memory_rag	letta	letta-ai/letta
ai_memory_rag	mem0	mem0ai/mem0
ai_memory_rag	llama-index	run-llama/llama_index
ai_memory_rag	haystack	deepset-ai/haystack
ai_model_serving	bentoml	bentoml/BentoML
ai_model_serving	triton-server	triton-inference-server/server
ai_model_serving	seldon-core	seldonio/seldon-core
ai_model_serving	e2b	e2b-dev/E2B
ai_model_serving	dagger	dagger/dagger
ai_model_serving	ollama	ollama/ollama
ai_model_serving	text-generation-inference	huggingface/text-generation-inference
ai_model_serving	transformers	huggingface/transformers
